Period,Export Services,Service Origin Geography,Service Destination,Flow Directions,Value,Marker
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKL,rest-of-world,exports,,suppressed
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKM,eu,exports,129.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKM,rest-of-world,exports,60.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKN,eu,exports,,suppressed
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKN,rest-of-world,exports,,suppressed
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UK,eu,exports,1883.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UK,rest-of-world,exports,1171.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKC,eu,exports,183.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKC,rest-of-world,exports,235.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKD,eu,exports,997.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKD,rest-of-world,exports,1469.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKE,eu,exports,520.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKE,rest-of-world,exports,617.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKF,eu,exports,363.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKF,rest-of-world,exports,409.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKG,eu,exports,566.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKG,rest-of-world,exports,609.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKH,eu,exports,820.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKH,rest-of-world,exports,1164.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKI,eu,exports,2584.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKI,rest-of-world,exports,4248.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKJ,eu,exports,1957.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKJ,rest-of-world,exports,3409.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKK,eu,exports,593.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKK,rest-of-world,exports,955.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKL,eu,exports,,suppressed
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKL,rest-of-world,exports,,suppressed
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKM,eu,exports,916.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKM,rest-of-world,exports,1501.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKN,eu,exports,,suppressed
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UKN,rest-of-world,exports,,suppressed
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UK,eu,exports,10038.0,
year/2017,transportation-and-storage,http://data.europa.eu/nuts/code/UK,rest-of-world,exports,14975.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKC,eu,exports,250.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKC,rest-of-world,exports,258.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKD,eu,exports,732.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKD,rest-of-world,exports,775.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKE,eu,exports,509.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKE,rest-of-world,exports,532.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKF,eu,exports,427.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKF,rest-of-world,exports,447.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKG,eu,exports,490.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKG,rest-of-world,exports,505.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKH,eu,exports,562.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKH,rest-of-world,exports,585.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKI,eu,exports,1152.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKI,rest-of-world,exports,1275.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKJ,eu,exports,929.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKJ,rest-of-world,exports,974.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKK,eu,exports,912.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKK,rest-of-world,exports,980.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKL,eu,exports,,suppressed
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKL,rest-of-world,exports,,suppressed
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKM,eu,exports,782.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKM,rest-of-world,exports,860.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKN,eu,exports,,suppressed
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UKN,rest-of-world,exports,,suppressed
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UK,eu,exports,7121.0,
year/2017,accommodation-and-food-service-activities,http://data.europa.eu/nuts/code/UK,rest-of-world,exports,7592.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKC,eu,exports,168.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKC,rest-of-world,exports,261.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKD,eu,exports,371.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKD,rest-of-world,exports,697.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKE,eu,exports,195.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKE,rest-of-world,exports,408.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKF,eu,exports,309.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKF,rest-of-world,exports,425.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKG,eu,exports,571.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKG,rest-of-world,exports,635.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKH,eu,exports,744.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKH,rest-of-world,exports,1073.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKI,eu,exports,10833.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKI,rest-of-world,exports,14904.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKJ,eu,exports,3984.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKJ,rest-of-world,exports,4436.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKK,eu,exports,459.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKK,rest-of-world,exports,519.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKL,eu,exports,121.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKL,rest-of-world,exports,101.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKM,eu,exports,361.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKM,rest-of-world,exports,682.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKN,eu,exports,156.01099231877666,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKN,rest-of-world,exports,375.595672032779,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UK,eu,exports,18272.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UK,rest-of-world,exports,24517.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKC,eu,exports,518.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKC,rest-of-world,exports,781.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKD,eu,exports,2008.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKD,rest-of-world,exports,3052.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKE,eu,exports,1238.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKE,rest-of-world,exports,1808.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKF,eu,exports,593.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKF,rest-of-world,exports,885.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKG,eu,exports,1349.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKG,rest-of-world,exports,2045.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKH,eu,exports,1307.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKH,rest-of-world,exports,2060.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKI,eu,exports,15018.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKI,rest-of-world,exports,24128.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKJ,eu,exports,2190.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKJ,rest-of-world,exports,4053.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKK,eu,exports,1365.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKK,rest-of-world,exports,2120.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKL,eu,exports,905.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKL,rest-of-world,exports,1437.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKM,eu,exports,2370.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKM,rest-of-world,exports,3900.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKN,eu,exports,335.5480823996067,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKN,rest-of-world,exports,476.5904482421875,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UK,eu,exports,29197.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UK,rest-of-world,exports,46746.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKC,eu,exports,5.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKC,rest-of-world,exports,6.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKD,eu,exports,13.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKD,rest-of-world,exports,21.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKE,eu,exports,12.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKE,rest-of-world,exports,15.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKF,eu,exports,3.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKF,rest-of-world,exports,4.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKG,eu,exports,12.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKG,rest-of-world,exports,21.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKH,eu,exports,21.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKH,rest-of-world,exports,36.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKI,eu,exports,152.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKI,rest-of-world,exports,252.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKJ,eu,exports,108.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKJ,rest-of-world,exports,25.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKK,eu,exports,15.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKK,rest-of-world,exports,26.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKL,eu,exports,,suppressed
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKL,rest-of-world,exports,,suppressed
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKM,eu,exports,9.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKM,rest-of-world,exports,15.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKN,eu,exports,,suppressed
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UKN,rest-of-world,exports,,suppressed
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UK,eu,exports,356.0,
year/2017,real-estate-activities,http://data.europa.eu/nuts/code/UK,rest-of-world,exports,426.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKC,eu,exports,195.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKC,rest-of-world,exports,290.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKD,eu,exports,507.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKD,rest-of-world,exports,947.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKE,eu,exports,283.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKE,rest-of-world,exports,510.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKF,eu,exports,286.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKF,rest-of-world,exports,570.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKG,eu,exports,265.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKG,rest-of-world,exports,527.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKH,eu,exports,848.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKH,rest-of-world,exports,2184.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKI,eu,exports,6784.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKI,rest-of-world,exports,13587.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKJ,eu,exports,3914.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKJ,rest-of-world,exports,6860.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKK,eu,exports,287.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKK,rest-of-world,exports,695.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKL,eu,exports,87.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKL,rest-of-world,exports,221.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKM,eu,exports,1750.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKM,rest-of-world,exports,1811.0,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKN,eu,exports,192.18172792835156,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UKN,rest-of-world,exports,125.38407382229396,
year/2017,professional-scientific-and-technical-activities,http://data.europa.eu/nuts/code/UK,eu,exports,15398.0,
